review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R13MYO3Y7I8X7M,5,22,23,N,Y
RN1VUJ7SZE5N3,3,21,25,N,Y
R27U1SNANVDJ9I,4,22,24,N,Y
RR7DC0G2ZJ0WM,5,28,29,N,Y
R2LXLFLB3EM491,4,22,24,N,Y
R2S3843W4VS7K8,2,47,53,N,Y
R5N46LZEN2G1A,5,52,54,N,N
R1AGNKPAT9F16I,1,24,24,N,Y
R2B916K5BG11WK,4,251,267,N,N
R35J06RVX5ACH6,4,24,27,N,N
RT9HBH2FJKVUI,3,26,27,N,Y
R1R8DO2IB9NMGM,5,17,22,N,N
R2YGWCZHEJMQPU,5,26,26,N,Y
RS49U3P7B9C0O,5,86,90,N,Y
R1AHZ7RSKU5JA0,4,49,57,N,Y
RIXEZRYZETCTO,4,23,24,N,Y
R1R7K4Q8F8VP19,5,108,131,N,N
R3P5CI2CE7C7RV,5,67,75,N,Y
R22DI8J5K7KHTH,4,52,53,N,Y
RPBW67UGZQ3OE,5,15,20,N,N
R2SLF83EXH9FL1,5,35,36,N,Y
R2N1TOZSC3STGT,2,18,21,N,Y
RQB7VYUP6XHEN,4,33,35,N,N
RS3G78CZPJB57,5,36,37,N,N
R2ALXAJWO6EEFG,4,77,82,N,Y
R2XIM2NQU4431Q,4,65,101,N,N
R1QG6BGC8E4LNI,3,20,24,N,Y
R3BIJC56MU727K,5,19,20,N,Y
R16FJ85IOBSDGX,4,24,26,N,Y
R1VBLOMB10VQ7D,1,127,140,N,Y
R24L48YZXXOEVB,3,18,23,N,N
R137OFBGMHL8E5,5,26,29,N,N
RIAKKRD4H8UJ0,4,2487,2556,N,N
R1QX1CSQIE2PVI,1,28,43,N,N
R12DN122J73SAS,5,18,20,N,Y
R16IN7Y4E474O0,5,21,21,N,Y
RXNF9YM71EMBI,5,26,31,N,N
R1L1K7389HZIGZ,5,26,27,N,Y
RDYS4SPS4CXOY,5,56,70,N,Y
R2OP4V0ORIVSWO,1,17,20,N,N
R3DF7A69MGAZI3,1,58,61,N,N
R3NFYRUQ20YDO9,1,30,31,N,Y
R1O0H12LIJIHMW,3,27,27,N,N
R5TN5W600XOX1,5,26,26,N,N
RC4UBUXRLH7TM,5,40,41,N,Y
R3VZVZZ33WA9P2,5,30,30,N,Y
RLB0DHF7TWBJA,3,33,34,N,Y
R3UM07BERXVIE6,5,18,21,N,Y
R19GKO2ECZB011,5,16,20,N,N
R1R35D5AIHTVLQ,1,77,78,N,N
R25TMC5648RXZU,5,56,58,N,Y
R6P2EUWQ841QX,5,25,26,N,Y
R1L7CVOGDBW877,4,20,23,N,Y
RQNUPJ0C2YBYV,5,20,22,N,Y
R1AE65R1A697YV,5,33,36,N,Y
REM9IC5ME6DUI,5,34,35,N,Y
R3AKIOO0K5KKEO,3,18,34,N,N
R1V4V567YTWEOY,3,36,41,N,Y
R2B7NH04W1ORIM,5,33,34,N,Y
RD6GBPPRTFX0V,5,64,66,N,Y
RV00BO0OAPCG1,5,22,25,N,N
R3KGWFTGHT27YU,1,26,30,N,Y
R2XRF469RQ9PH7,5,82,87,N,N
R2AX1EEXDMJRXT,5,22,26,N,Y
R1ZF9A1HL74KDV,5,28,36,N,Y
R1ODZ9J5Q0RHG5,1,20,23,N,N
R1IB1PYBKI5P51,5,23,25,N,Y
R18UVGVLCSL5DO,5,33,34,N,Y
R3P6OHRQBK94VV,4,76,83,N,Y
RALOQUYF510A3,1,25,26,N,Y
R17VYYJYJ94Q2U,5,23,23,N,Y
R2D6NV6KYZL0NL,5,58,60,N,Y
R1QVIT5WPAKXB2,5,40,41,N,Y
R25CHJJRIMAZRY,4,46,46,N,Y
R1ACLCS0WQHFSE,1,44,55,N,Y
R37NC66620D62D,5,13,20,N,Y
R3PSEGAQQN7UWQ,5,27,29,N,Y
RW6PW62WARIAK,3,24,25,N,N
R20LY7KYXTB917,5,74,84,N,N
R1ANB17TE727JT,5,156,159,N,N
R3GKF6M2F9NR04,5,27,27,N,Y
R1MB2R7ZID2J6Z,3,30,33,N,Y
R1LIDGTNEKEPAN,5,22,22,N,N
R2LYCZ95L264CS,2,15,22,N,Y
R19DFDEAHO4G5M,4,27,29,N,N
RMVINB3M9GXEJ,1,26,30,N,Y
RBPTHNNYTLWXB,5,29,30,N,Y
R2FF7ZXT6V3TS5,5,22,26,N,Y
R2J7IFMBO0FIWE,5,20,21,N,Y
R17XFS6JGY309J,4,71,72,N,Y
R18LU6MC0GN6S,5,33,34,N,Y
RJNGLOF407FG9,5,41,46,N,N
RK18P9DBSX2A7,3,22,22,N,Y
RZ8S5JIH1XZJO,4,22,24,N,Y
R3UK7X5M4RM7D6,1,19,21,N,Y
RBUFP3LBP462Y,3,34,38,N,Y
R1W1EVTHVNE6EG,1,19,26,N,N
R11JSJGCH09M6G,5,29,34,N,Y
R1S8LSSBIS9VMM,5,26,29,N,Y
R19ABLKTHTCXBB,5,47,49,N,Y
R98IVBXJ80LL9,1,16,21,N,Y
R1CKFPSRQ072NC,2,26,29,N,Y
R23XG18UKH61BP,1,66,82,N,Y
R3H43TU7KRWMQY,5,22,23,N,N
R1V0X1BWMESP4C,4,23,24,N,Y
R2TJP6S49ZNMA6,5,19,22,N,Y
R3CYNKNBGFOVBS,1,20,21,N,Y
R3E78SCX6LCGHA,4,37,38,N,N
R31WSL9PDE9GIP,5,27,28,N,N
RPCGKJD6PAVKF,3,19,22,N,N
R1PBXSSHON9OIC,1,21,22,N,N
R1J9M69LVMPIM9,2,44,51,N,N
R2DZF757PGNM42,5,25,28,N,N
R2GV784SQM7VSS,1,22,23,N,N
R3S5CBTV6J91WO,4,28,29,N,Y
R2CP47KYOUL3C6,5,25,29,N,N
R1NGE6YPG2AXP5,5,17,21,N,Y
R1SCRC5TP53LRP,5,56,56,N,Y
R16E7Z3IU0TW0M,5,79,82,N,Y
R3ISBZ8JWI65PL,5,30,32,N,N
R2XUWVG9YS16KF,3,19,21,N,N
RGFVQCA6GT46B,5,39,40,N,N
R7OYLBPC4O346,2,20,20,N,Y
R2UUU4GATEEQDL,1,43,47,N,Y
RID4VTBU50RB6,4,111,113,N,Y
R19LM0HSVJRQA6,5,37,40,N,Y
R3UWV4GSN6AWWD,5,25,25,N,Y
R38BE9QP71R4SF,5,24,27,N,Y
R1IXP762173T42,5,38,46,N,N
RELUU1RSWI064,1,31,36,N,Y
R2SAZ56U6JKT4L,5,29,30,N,Y
R3KCFE7C6668ET,3,17,24,N,Y
R2MWYK7XZU2ENO,5,24,25,N,Y
RGPMOOGH5EGI1,3,22,25,N,Y
R2TQ8K0C8OAA6H,3,24,33,N,Y
R37U47I8Q86URA,2,46,52,N,N
RMU6HVPX7NPVD,5,22,22,N,Y
R1HN95WLF44HYB,4,243,265,N,N
R3VJDYFFTAUA7,5,51,52,N,Y
R2XSXQ8MTNVXCT,2,654,682,N,N
R36B16Y5TXUKFQ,3,69,71,N,N
R3R0A056A7UDWO,5,27,30,N,Y
R21J61CJT1H891,5,30,31,N,Y
R223LI1TDLLJBC,1,29,35,N,Y
R347HFF77YCIR3,2,24,27,N,Y
R1QEUM142Z95AL,2,26,27,N,Y
R3ZLJIGPZ637F,5,32,33,N,Y
R2MJ7GI3JQQQIK,5,23,25,N,Y
RWUGVO00FMGBI,5,22,25,N,Y
R34RP9R35M48NW,3,21,22,N,N
RB9KXUH314G7M,5,59,61,N,Y
RDP4G8C6VC3OC,3,37,39,N,N
R4KITW20064F1,5,34,35,N,Y
R2TBY2HXTE1PXH,4,17,25,N,Y
R3S8LNHQ5LP9WL,1,19,21,N,Y
R2TLBS1YGWI8VD,3,22,29,N,N
R25LUMV44X31MM,2,12,21,N,N
R1XDBSO1017L0Y,5,32,32,N,Y
R304NY2AGQ1VCB,5,45,48,N,Y
R3EPF6VIKCJCHY,5,26,30,N,Y
RV1E28Q9AHB3X,5,19,20,N,N
R3NIJO36LDLSW9,2,19,22,N,Y
R3OSXVR27CIO7R,2,73,76,N,Y
R3DB86YZUE3CVV,5,15,20,N,Y
R24KASOPQH5XQW,5,46,51,N,N
R204R0DB4ONODL,5,20,21,N,Y
RX9E01PC4KRJU,5,22,24,N,Y
R4W9IV27W4L8S,5,46,52,N,Y
R152UKLO5HAOOH,4,44,45,N,Y
R113EVS417LJ1V,5,40,41,N,N
R32CFD805MQ6DY,5,30,30,N,Y
R3CRLE5D4LNTHB,5,56,59,N,Y
R1IRX5I1XY6TW8,1,140,153,N,N
R9BQLD5UR4LU6,3,36,38,N,Y
R1G7S0EFUX4J1T,1,19,35,N,N
RNFSS059Y83TN,5,20,22,N,Y
R1ZHP2XKOH3A01,1,15,20,N,Y
R2TS2GMPROQ0FH,5,18,20,N,Y
RN5TFGAETENDC,4,18,24,N,N
R313LNR2PEG8OL,5,106,111,N,Y
R2TAQFZ8MAD2VN,1,20,37,N,N
R16H6A5060TCF5,5,33,36,N,Y
R1ENYKZ306GVFQ,5,16,20,N,N
RWMU7DFPVM3KD,5,18,20,N,Y
R3TWGR0R0NNSOS,4,23,28,N,N
R1GRS6W77QFQIN,1,20,34,N,N
RJSX5Z3GG9IHH,1,21,25,N,Y
R95WN2XDQVLPM,1,97,110,N,N
R2GXGA2PLIMCTO,5,24,24,N,Y
R21ZNQ0QCVSHGQ,5,193,201,N,Y
R3E0W44VAR8KPS,5,69,77,N,Y
R2MAFXF970TC54,5,17,20,N,Y
R3CHMH5Y39UOA6,5,24,27,N,Y
R123F0EI9YOCP6,5,21,21,N,Y
R24O618N8FVKPR,4,18,21,N,Y
RG4PBWZ4MA5AR,3,23,23,N,N
R36806126I3ZSZ,5,30,35,N,Y
R853ZM9F4HTYN,1,35,39,N,Y
R37TTWGV8SXVQE,5,14,20,N,Y
R1RI7WJNFMH80P,1,18,33,N,N
R35P5O7NSRLQOJ,5,23,23,N,Y
R1DD46GPCE2TX9,5,22,24,N,Y
R391UT08FQAZO7,3,25,28,N,N
R1BLHC3IA1B6NQ,5,22,22,N,Y
R21E2IXJ0E9YIE,5,219,225,N,N
RECLBXL0ORQ01,5,25,31,N,Y
R1UN2SLROW95D2,2,81,83,N,Y
RD7RCG0DK9V4K,5,22,30,N,Y
R1NXHXWWNFUNDA,3,38,46,N,N
R1DD2RG1X63LZ4,4,21,27,N,N
R3MCYXLOQO9DMW,5,18,21,N,Y
R1OILQO12TRWVV,5,24,29,N,Y
R2LMAE5J4JZ98I,5,19,21,N,Y
R5QDYEN1IYQER,5,21,23,N,Y
R2SX5LZ3S97XZV,5,25,28,N,Y
R104ZFP6NM7668,5,26,26,N,Y
R707HRQSXCFWB,5,26,29,N,Y
R2VHY3P0JX4IYT,5,38,41,N,Y
R1XQ0Z34F4Z1XA,5,19,25,N,Y
R183K8VGHHLE6V,4,22,27,N,N
R2JHD02YJ2NGLS,5,18,20,N,Y
R2CMBBW8FK288V,5,22,22,N,Y
R1QYR37C2Y0V1F,5,19,20,N,Y
R1NAQIJW7VS2E4,5,28,29,N,Y
R29Y0RA0KV08YQ,2,42,49,N,Y
R17D9AG1VGMZZE,5,20,21,N,Y
R3J0QTZMW6R9JT,1,20,24,N,Y
RNBL44JL1EQ0P,2,16,21,N,Y
R1T88T9JEUPJTZ,5,41,41,N,Y
R3FD8CDA568KQS,5,21,24,N,Y
RNA09ASJTR0XZ,1,42,49,N,N
R1EBLHV6BMM9Q1,5,21,22,N,N
RQJEQS3S328RS,3,77,83,N,N
R2Z7HPD741RYQ7,5,32,35,N,Y
R2V23J03TUHEWD,5,81,89,N,N
R2020U323KOOGO,5,20,20,N,Y
R3A46XGVD0P8LX,5,27,31,N,Y
R1Y6VYKK5XNP9T,5,27,27,N,Y
R26C13FYZ9STXD,4,23,24,N,Y
R2N871MK6F1T6,4,20,26,N,Y
R1I5KMSFGKG3Q8,5,75,76,N,Y
RLBUFT7LRMGD7,1,21,34,N,Y
R1QTW4PIIZTLUA,5,25,29,N,Y
R2ZLR3ZF6L0LQ0,1,43,45,N,N
R28YSST85GTHWG,5,19,20,N,Y
RU0H92082ED2M,1,19,20,N,Y
R2L1E42IMCZVQ0,1,37,40,N,Y
R7CFTA8J6BQTC,4,30,30,N,Y
R3KE5OD4969LNH,5,24,26,N,N
R242WS5LAMEZTX,5,52,52,N,Y
R13WTQ92X56K32,4,30,32,N,Y
RA8WQ0PEBVCBG,5,28,29,N,Y
R7NI1EJRLLEVA,1,35,44,N,N
R23JNCHXLMG15J,5,33,38,N,Y
R25JBFTON3W3VH,1,54,69,N,Y
RKA0IESQAWABW,4,64,66,N,N
R3CGID5CP34E04,1,38,45,N,N
R380TTULBOH8UZ,4,28,30,N,Y
R1UQ1OIJ1XL278,5,24,25,N,Y
R2NFHAUMEP8M0D,1,17,21,N,Y
R3H4CEPVLRS29X,5,46,49,N,Y
R3RYAAGW6S26HK,3,20,24,N,Y
R3261Z4NJ4DY83,5,52,53,N,N
R2VIEFU1US2CJM,5,32,34,N,Y
R1AENFOSU0MYVU,4,24,24,N,Y
R1F0KHSK5LQZDU,5,36,36,N,Y
R2K9SWMYX4JQB,1,24,26,N,Y
R39MZ81CLFR0C6,4,24,27,N,Y
R2ENCLT6XAVI1M,1,24,28,N,N
R1PHMUVVR5HROI,1,27,35,N,Y
RTEURR25AUD6L,5,21,22,N,Y
RDBN358H8KD43,5,30,30,N,Y
R267E3KWF0MUAZ,5,17,20,N,Y
R1XYNHMGRW08KU,4,28,29,N,Y
RST467726QFMS,5,23,23,N,Y
R1U9V93AV8Q832,2,32,36,N,Y
RMC3QI7MPNII,1,24,28,N,Y
R3EJAIW87N551E,2,24,25,N,N
RFSVPEJA79X2T,5,29,30,N,Y
R4H26JYFFTCL3,2,19,20,N,Y
R292D17SMMV5NJ,5,21,26,N,Y
R1AF2JZP5HQ0GF,1,19,23,N,N
R2KZYM4367GFWR,5,36,47,N,N
R2YV5X24551K3O,5,34,34,N,Y
R2763SM7K0RK8R,5,13,20,N,Y
R282DRC5E1SMIX,1,19,21,N,N
R1BC00VMWIQ5TK,4,47,47,N,Y
R163SM5KHY03BO,4,29,33,N,Y
R3EEWX30C2CSX5,4,28,28,N,N
R2UHN3KRVNLVKQ,3,32,33,N,Y
R33STJTKBQD3PK,5,19,20,N,N
R3KECR06AFVUST,5,20,21,N,Y
R375PE60SLE6VM,5,20,20,N,Y
R9Z3BT2NSYDU6,1,22,25,N,Y
R14IJTK7PBD8C0,2,20,27,N,Y
R3GSKT5BQQL6HF,5,24,27,N,Y
R228E0PA847BNL,2,39,40,N,N
RMHD0R6VN64U9,5,97,107,N,N
R1I7SCXFXGVI8S,1,31,35,N,Y
R3DIXFCJG7420R,5,22,24,N,Y
RFU6W7Q5E5NGT,5,19,25,N,Y
R2K9OQYFRPEHAB,4,42,45,N,Y
R1J6YF5NUJF1CR,4,22,25,N,N
R2M3O32L4JBYIW,5,41,41,N,Y
RAME2SN5A1N0L,3,21,22,N,Y
R1Y1TEOCT638JD,5,46,48,N,N
R7RU6Y1CGOM67,5,38,40,N,N
R18SWMW75H1HM1,5,32,34,N,Y
R3JYLWN5LCU134,5,151,157,N,Y
RF6JA9CVGXVMW,1,92,115,N,N
R6EIN11JHYV0F,5,21,27,N,Y
R26NHNWLH1395M,5,23,25,N,Y
R19RJUWZKI8DH1,5,22,23,N,Y
R3PB20JQC1J4VF,1,20,22,N,Y
R2NGDDHTP5TISL,5,35,37,N,Y
RXBU7YK5R7J46,4,33,35,N,Y
R2YSG8NDO44LWX,1,23,26,N,Y
R3EBL3GPLNNI5P,4,19,21,N,N
RU33NTX3RYVOP,5,25,27,N,Y
R3KELFMBKEE0N3,5,26,28,N,Y
R1L2ZH0HIXFN0O,5,35,35,N,Y
R1ARFNGOF4BM0B,4,18,21,N,Y
R1I5O9FREL5LLU,1,22,26,N,N
R2ACJUH4HAITAW,2,11,20,N,Y
R34R0SQY0Z3LAE,1,67,77,N,N
R1NER08230KISI,5,22,28,N,Y
R3FD1UOLDTTAEM,5,56,57,N,N
R2ZXZSLCGUTX4O,2,22,23,N,Y
R1ELT8A4YEVY7J,5,30,35,N,Y
R3GS208GMSOTWO,5,20,21,N,Y
R22BS8YMEHSE9F,5,33,35,N,Y
R7XIDUE9VTDCM,4,41,44,N,N
R1C7REXECXCVM9,1,13,22,N,Y
R3V6223OA88LRR,5,61,62,N,Y
R3EQSRSL3YGIS6,5,42,52,N,Y
R3RJJPJLKFW7DQ,1,40,42,N,N
R3ABSK3GRCKMCH,5,26,28,N,Y
R1HGSZ46J6S8AF,1,29,30,N,Y
R17CPA7KSOI5VT,2,26,26,N,N
R16E4OJ2ISXB5C,5,31,32,N,N
R28DFHJQ91CGHN,5,18,20,N,Y
R27DA8BJ4WCCCE,3,38,38,N,Y
R1EZDOEHHGAS65,1,35,37,N,Y
R1PHGLO5M2PSHJ,5,20,22,N,N
R7OUFB6YGE0CB,4,29,30,N,N
R2VKIGWBTSEJA,5,49,50,N,Y
R3H5JOTWZ7K0L7,5,19,21,N,Y
R318N2M5Z8XOJ3,4,21,22,N,Y
R3D398QIKN41ZY,5,74,75,N,Y
R2G3TTWDDV4UYY,4,20,21,N,Y
R3NHOS33NR1E79,3,40,51,N,Y
R29RY74CULNPNI,3,26,27,N,Y
R1O15FIL916ZIT,5,73,77,N,N
R1BXF6UL71WWUA,3,21,27,N,Y
RBMVLJ1PK91GM,5,89,94,N,Y
R2PG9HPF4R6Q4Z,5,32,32,N,Y
R3JU90N6ETG4SA,5,22,23,N,Y
R3NND7G8DMVMD2,5,18,20,N,Y
R5V4P77TJHO2Z,5,37,42,N,N
R1X9Z1VK87NEQU,2,33,39,N,N
R3V6S2SQ2RABF5,5,17,20,N,N
R7WNQVDPMX7NO,4,1395,1505,N,Y
R3SLU348NK3FN6,2,22,25,N,Y
RDZTSZRKS8WJ8,3,38,44,N,Y
R330SYGR06ZKZ8,4,20,21,N,Y
R16PCNX7URFX5J,5,18,22,N,Y
R3L64ND1XULOXI,5,60,62,N,Y
RBIUHTOWY6D7W,5,56,58,N,Y
R3MB3V7Q05A1BR,5,22,23,N,Y
ROPXN0079JNST,5,54,59,N,Y
R3O6GLXXWBNUKA,3,36,38,N,Y
R222O7O712U4GV,1,23,29,N,N
RVIFSHE6R94OV,4,21,21,N,Y
R18Y3ZBDLBVF0R,3,24,33,N,Y
R1Y5SGUWK9Z9X2,5,59,62,N,Y
R1GEM93AF2C78M,5,18,20,N,Y
R13U2EK19YUIYI,3,22,22,N,Y
R30YI29QP2JWL4,1,21,27,N,N
R1BWUPV44VZDBK,1,42,45,N,Y
RWLY8P1SDN9YC,5,21,23,N,Y
R3TV3QG41Q9H7G,3,39,41,N,Y
RSZMSEN23EZTP,5,93,96,N,Y
R17NGDRO9GH80,2,42,56,N,Y
R1V8VPCY0ZM0TG,2,44,47,N,Y
R37X0KJYS4F0W7,5,20,20,N,Y
RY281O360SJYL,5,38,39,N,Y
R9V400U9P8BB4,2,23,24,N,Y
RSDNA2KS6CQ56,5,33,33,N,Y
R1I49A6X48H0A3,1,22,32,N,N
R1IHFTR8ZOWSEM,4,29,31,N,Y
R1X5HW24XXC3UG,5,31,34,N,Y
R26SOUQKJ3X14N,1,20,21,N,Y
R3N28BUKO1J10R,1,14,22,N,N
R16F2UGR32B0J,1,17,20,N,Y
R2Q9ZNSYPANN0Y,4,24,27,N,Y
R3DON3GGBGDYO6,5,22,27,N,Y
R2WHOHI6525F5V,5,21,25,N,N
R3JDUHOTPVK0Y3,1,19,22,N,Y
R1LISLHEDTMTVQ,5,48,48,N,Y
R2TBG2IZCOSP71,5,20,22,N,Y
R2WAQS3RLRF9LP,5,23,24,N,Y
R1I883PYCK7XYG,3,66,66,N,N
R86IIZ6GH4D2W,3,188,194,N,Y
RCFCA5VGMBSBD,1,52,67,N,N
R1X7EK9UQNAXWD,5,215,221,N,Y
R1ZV8N3VHH0W1E,5,80,83,N,Y
R1PRR2Z955MJ99,2,33,36,N,Y
R2ZVV5OZZG38K1,5,26,29,N,Y
R20K05Y0L4LF8E,5,24,25,N,Y
R19ZEEHRZDLA0L,1,64,74,N,N
R2PGYY5N85POG3,5,29,31,N,Y
R1U0S2CS1WMF59,5,259,267,N,Y
R10ZHUPW52Y5HG,5,13,20,N,Y
RNYCQUT58P17B,5,94,101,N,N
RCOYD3H1G10OO,5,68,70,N,Y
R34CTZ6GQVVTZB,3,19,21,N,Y
RW34ITFO01K58,5,59,62,N,N
R19KL1065UPTXX,2,45,52,N,N
R24MPAT2KGEH7T,5,50,59,N,N
R30O1RVWMAZ1I2,3,21,26,N,Y
RPHXBGMANYDXM,5,16,22,N,Y
R212DW257ETISK,4,23,24,N,Y
R2YFOX1P0N4D2W,5,26,27,N,Y
R1P3S07O2299LL,5,25,27,N,Y
RA5FCIXBMTLV,3,31,35,N,Y
R1X7JS4VCTPU0V,5,52,53,N,Y
R14O2Y48O6PHTM,5,28,31,N,Y
R19J51BLPJY9SM,5,49,49,N,Y
R28V9YFDNEFY72,5,20,22,N,Y
R161TQB50DHM8U,1,59,60,N,Y
R2Z001DAXY6HZF,3,45,51,N,Y
R2RTBQHZE6Y80C,5,29,30,N,Y
R2GHXIVBQSZ8CK,5,61,68,N,Y
R1L002YCH2U9X7,1,23,28,N,N
R2C3KWECBGKQXS,5,65,68,N,Y
R1QFSIFFQAJMU8,5,49,53,N,Y
R5G9BXMDOO0EG,5,28,29,N,Y
RS5JPJ6QW1TAG,3,14,21,N,Y
R1QCVCHMYN435Z,5,40,40,N,Y
R1KATCFSQ2FS2Z,2,53,72,N,Y
R11YHRV6ICBMKC,4,127,129,N,Y
R2LU7Q9E6QC4ZH,3,21,23,N,N
R2IMHAI10HFHM6,5,24,26,N,Y
R30IUQJ53I81K0,5,35,35,N,Y
R2C7DJH1JFBR6N,5,25,26,N,N
R3JI0OX75ECBMC,5,37,38,N,Y
R2GZ34RJ9LEI26,5,20,21,N,Y
R11WAXK9EW4DX0,5,233,235,N,Y
R1J7HKOJ07BLYT,5,95,99,N,Y
REX81EEVXXAJC,1,20,22,N,Y
R3DDHPL0AY4PWW,5,24,24,N,Y
R3TH5PI6SWYIYP,5,29,32,N,N
R39MI0X9TH4IVA,5,21,25,N,N
R16QODU69HCYE8,3,35,43,N,Y
R1HKV0CIEWQWN1,1,15,20,N,Y
R29WTRPQPQXB7A,3,36,40,N,Y
R1N1YQAFRIGK4O,4,20,23,N,Y
R3EM290VY9DSAZ,5,82,111,N,N
R3TET83TLUE4FY,2,45,50,N,Y
R24HJ2254BHOOQ,4,61,62,N,Y
R3VMI63CR9HVXD,1,25,29,N,Y
R33DXM1TSSF78I,5,15,23,N,Y
R33L6KYSQYKVP5,5,61,62,N,Y
R3ACHX4GJFX43K,3,30,33,N,Y
R2R96ZQCEFNF03,2,19,21,N,N
RG1QX5JIP8UFK,4,23,31,N,Y
R14Q2IZ8L2N328,5,33,54,N,Y
R19Q20BETMHBEU,5,31,42,N,Y
RZ3J8QPMBXDB8,4,29,31,N,Y
R5SBB9O7QI7FD,5,27,29,N,Y
R3S1ONJSYD7AH3,5,23,23,N,N
R32JKR8187L9ET,4,22,23,N,Y
R3VBCOKQ0CYMGL,5,47,47,N,N
R3447XLILAS901,4,24,26,N,N
R1U1HNQFAW538I,5,18,24,N,N
RV2WLCX0DSNRR,5,31,31,N,Y
R1Z1UCM1ARXRK5,5,91,96,N,Y
RRG63IAA5NUZ0,5,28,30,N,Y
R1F941EJVD261E,5,36,38,N,Y
R2AIRSOYPJY4R6,5,19,22,N,N
RVKDUG2U4SUYK,5,50,51,N,N
R3I403OHQTXTXX,5,52,55,N,Y
R37OQZCF4KYVKL,1,17,26,N,Y
R31MJ231Q79E5M,5,81,84,N,Y
R2Y4G7MJEGDS9W,5,19,22,N,Y
R8ZMG33IZ8AMM,4,25,26,N,Y
RSN42T24XPXRY,5,23,24,N,Y
R1P9PUQ5QYGOIZ,3,23,27,N,Y
RLUGJ1OIDNK2H,5,57,59,N,Y
R1FGLODF0UEPEQ,5,28,33,N,Y
R2JVXS93S2P992,5,25,28,N,N
RE7EIT3659QSK,1,23,23,N,Y
R2RCF5PFNKWJ6W,4,33,35,N,Y
R2HDZM18A8LK5T,1,42,50,N,N
R2PLKQPD7BJPF4,4,21,22,N,Y
R2I36ATMDS3MCF,5,24,28,N,N
R4O38A5C63IW3,2,19,22,N,Y
R8NV02CUKR59V,5,20,29,N,N
R3LAINGG5JRG5P,5,61,62,N,Y
R2MYCOJOT6OTI1,4,31,41,N,Y
RJFRKOAN7BNCL,5,19,21,N,Y
RR4BKPVASCRRC,1,20,26,N,Y
R3RO0OKSCL5IZZ,2,37,37,N,N
R1T9WE10ILRCQ7,5,58,64,N,N
R1J1TZ7DGZKDB3,5,25,27,N,Y
R1CCRVROSN8C4L,5,30,31,N,Y
R3N5E9VNJ7X9X5,3,74,76,N,Y
R1DMDBJ6702E7O,5,21,22,N,Y
RU6YLHCSWYNAX,5,21,23,N,Y
RM6JY5VC0FFPK,1,23,23,N,Y
R2RC9OETT72OLU,5,107,113,N,Y
R1V9VXSLVFXLUR,1,140,217,N,Y
R2ME7S4KTBHB5V,5,19,20,N,Y
R28GZTQCZ8Z3GF,5,19,22,N,Y
R2K65G49U58O1A,1,124,131,N,N
R8TWC06RUOXJM,5,67,77,N,Y
RO9OIWK5KABPP,3,19,20,N,Y
RDD2L179CAX0N,5,27,33,N,Y
R2SVIGIZU2YWIR,4,22,23,N,N
REIW6S7WDAYPB,5,17,20,N,Y
R3QVVS2WZHOUWZ,5,18,20,N,Y
RM5NMVKS5B27,2,90,95,N,Y
R2N7VHUMWNV515,5,23,23,N,N
R18MJ5LKCIPMTA,5,20,23,N,Y
R3LG1IHWA0LI0M,5,18,21,N,N
RPOCMBJ8QIHQY,5,39,45,N,Y
R3OZBB9TEU879Y,5,35,38,N,Y
R1OUPK41D7L96D,5,22,25,N,Y
RMDGLNFA73THQ,5,44,47,N,Y
R376PXW51I6Q6,1,31,40,N,Y
R2ICQVFRZO5EJU,5,18,22,N,N
R28DD6TEOBARAV,1,23,26,N,Y
R1CHBE3P31SS4J,2,47,49,N,Y
R2HXSMSMOUS4FT,3,22,22,N,Y
R3ODP5NM68BR20,4,22,24,N,Y
R1LQ53LV9EV2HV,1,12,21,N,Y
R2M9FL2DKKTZWZ,1,31,38,N,Y
R3V1F2IL575IK3,2,33,41,N,Y
R3PI6MH2PDSTK1,5,22,24,N,Y
R24JX8172TX60M,5,65,80,N,Y
R1BMMPEHGYKHQE,2,75,78,N,Y
RHRRA6CW042R,3,68,77,N,Y
RHXPYVM5VR0DU,4,27,28,N,Y
R2DMS6D0H2FL8U,2,44,57,N,Y
RIIVHJRN154WX,2,201,216,N,Y
R3R5D47R3APRSR,5,44,45,N,N
R34RLZNF1ZKLEG,2,19,21,N,Y
R29932J7R76BJ4,2,16,31,N,N
R22XDSPXBWPG66,4,20,22,N,Y
RROI7LBAYRL90,4,26,27,N,Y
R3RJJG2V8J1JTK,1,106,122,N,N
R1DG8LGJ6V405F,5,124,130,N,N
R3IJLUOWRTN4UU,4,16,20,N,Y
R3C4DZJHSCOQNA,1,37,44,N,N
RKJGQOWCPLM4W,5,19,23,N,Y
R23OBAKU673D5U,1,21,23,N,Y
R3U0YZ9V0HAW9,5,20,26,N,N
R22AWPNNZ5HG7F,4,20,20,N,Y
R1J2RYMO6E3H9U,4,59,60,N,N
RSDOIGZJU6TLV,5,45,51,N,N
RIALQO3XT3RB2,5,21,23,N,Y
R3T3SXA1GI9UZD,3,33,34,N,Y
R1KZR2Q16UJ7N5,4,24,26,N,N
R3LILU2FJNZEJU,1,44,48,N,Y
R1P7FQWVT0UH00,1,59,67,N,Y
RVFFFDZ9225CA,4,28,31,N,Y
R21HPG14UYN2VO,5,20,24,N,N
R21K309NSOEXZA,3,30,33,N,Y
