review_id,helpful_votes,total_votes
R30W8ECU4EHKQW,20,22
R20KSAUE5X4QZJ,24,24
R1WZUJCA11TPEB,8,27
R2IQKGFXAYGUYV,27,36
R8M2WKTUP41LD,27,127
R247UQI5R9DY2A,21,24
RPFVSZRRMCNJ6,22,25
R1TG3641RC5395,16,23
RB5SBIIS56ARR,70,77
R1SQY3ITW55BSS,20,20
R3SQLA65T22O7Z,20,20
R17HX670UI08W3,13,20
R38XJ4AOI6MCZ6,13,20
RJYHSTBRU31ME,19,22
R3P43H96URB0E,19,22
R6EVPAJV7F3WL,35,35
R17888VUB9WQR1,21,21
R189RD6GFO64HS,22,26
RHC7V3OMZAG31,23,24
R1Y36MT071GT9X,102,109
R2HSZ17SX1ZJ3O,109,117
R20Y3RDRDPYY5F,24,25
RMF4QCIMVXO1E,21,22
RVUOG30X8PQLE,22,24
RZIFP8CRBV0H3,20,21
R2OQ78MZ14OJOL,20,21
R2NYBT5J3M6DI2,75,79
R15TPCE4WR1QP6,21,22
R2AZRBNBS1MPC7,153,167
R1SK5GPK9MK744,23,25
R29E4TH1ZTCX2O,1,24
R18G64VJWJ88P5,24,27
R3DNE50ANI5N3R,121,136
R20VNBXTPI33UU,30,34
R1JXILW0T0A2IO,9,20
R18G86IS2FR7K2,14,30
RHZR4MU0MPMXS,20,20
RPWWI874Z9KW5,36,38
RC23AH5KQ6CYM,54,64
R1UK527A1VVLQT,25,36
R2HLPQKC1ON7M0,35,48
R8PGWQ41J57ZS,59,63
R3LCX2MS5VQOYD,28,36
R3GU9JO596UN25,15,24
R3T8CYN2IT0FEU,35,37
R299Q68CGZ6HQ8,19,21
RKFMS4Q9WVTRA,22,24
R15P9S25RFLVE6,20,31
R26AYL28511D6E,0,26
R1ZU48AKHQACEH,25,25
RHAXKTX2OQNFJ,137,151
R3N541DXTTDOXQ,85,94
RXMSLLFYISILC,16,20
R1OW3G5K0O0O6O,81,101
R1ID9GNS1C6SD6,22,22
R1FVT7IGEAIXHB,27,29
R3JZNGUPPA25CZ,66,69
RGY45DCRAC18G,23,23
R1FRJ4XHWB4T33,33,37
R3IS7T344YSOKT,46,51
R2UF407Y9Z3IRS,56,60
R1BEEYXC6SLBU3,20,20
R2E63UFUK70XL3,22,22
R2EBPPCGEN1N99,22,25
R2FHSTCJLH3LA,47,63
R1QZ5Z9RC3KO8U,22,22
R2LFFGCKRBSNX7,32,33
R1QK7O4076484D,55,61
RQKL22W7SVGM7,26,29
R1IZLWDQD95VSG,24,24
RMCS3VYCVUVW6,42,51
RCGIQD95R09TU,4,31
R17CK9WZCTQU6I,312,317
R18R6W6EUCO8JF,16,27
R32AGCPXIYTJVG,13,22
R1F3EH75D49QBP,23,25
R8ILJWL44QI42,0,21
R3S83OD8UC9KRU,42,47
REU8O6EHPC138,31,32
R1EQ1FE9KP4G4H,21,23
R1XFSBPOL9L3KL,35,36
R3E1DI8W34YQFH,24,26
R24IU628PVUVBL,21,21
R3P2FHZ2G47FFV,6,28
R2YB0PVFXN9LNI,20,22
RWSF36EPFIZQK,23,23
R32ZUXJHCPIRJ3,17,20
R1SJ92XWPW2SZH,14,24
R1L4XSEMJ763YY,5,30
R20YGRK6SH0IBW,20,28
R34DHXDIM0O90S,29,39
R27Q1FGA9FF5WL,119,125
R2G7JQ7915IX1E,40,48
R5HUA3TAH10CV,1,54
R1W28O9AOY44SZ,22,25
RIQP1S5FZNQ7O,19,28
RDPCUVJFF00FZ,107,129
R1UJI1YX4LZ5V5,20,23
R1EJU3C76M348N,25,28
R22L6EY6UR3BNC,18,21
R1R9P642FFVRMM,97,98
R3ELB4FII6G2M3,31,31
R10Y0V15N6UWG6,29,31
R3T4XLHIGUV9MH,24,26
R357NSKHT04WP9,3,30
R2MOJ6CBFBAX68,20,21
R12741TF1FC7VL,19,20
R11OX72R2MK1P9,188,215
R3LAU0IKAGKRN3,63,67
R2V1P44M39ISPL,0,43
R2G3AKAZDEM5YE,25,29
RDUH6NKGI31ER,18,21
R27BK28PUXUJ25,31,35
R39UKOV366GIYM,107,110
R2UANIROBFWWUO,6,21
RT9OPG9HDWENM,20,29
R30GJVDUOB914Q,21,24
R1IC1V2YP4MRU2,18,21
REG3U3IZ5W7OO,63,66
R1XLGQT20YCOKP,3,35
RA1XKUL3DDWAA,1,63
R11ZXSMUH4GR6B,78,85
R3EXG8D6S8T5PP,20,20
R3RJIIDCLHY0OW,41,47
R3QD6U7OOG7Q0Y,6,24
RVC1JRZYPXA5A,22,23
R123CUZWTIQ30R,26,36
R58GKNV9JZ8JJ,24,28
RUSVEIMRT90RS,89,105
RKFCT2JFVHBIY,46,68
RP719A8ZGQH8U,37,37
R13SL9WE6TLFF,21,21
R1I0KI49KVSK43,0,29
R3F82JN5FKZUFF,40,43
R1KXITIXUQ5A8V,18,20
ROCJ1CPSADIB4,34,35
R1GCMNXHIEQHQY,107,137
R3IW1OSP6DOUF7,15,20
R3FZMZT89I8NF3,50,62
R29OOI4BDYZSG2,107,109
R3A55DGDPV88A7,25,28
R1EQ7I8FESCTD,11,20
R2PTPSV5ZOPLPB,22,25
R2X3JBLDGYKGPQ,22,27
RHS7YC4LCSLJH,24,30
R359JKC8IWARC8,25,26
RFV7EN9A9XAJ3,34,37
R3GKWM7OYTIIGE,53,65
R1XEDS8770DEGQ,20,25
RYDVL8SHRYGCS,196,203
RHEKYBAWT1C3M,2,20
R35LTNAJ3MNY7S,39,40
R2O343RV7PAMRO,40,44
R1QQFHDWB73MO4,40,51
R2XHW3THFC5S8J,19,22
R1P260P9W9YO45,18,20
RT17L7JB47BWY,19,33
R1TNX1A24DGOU4,22,25
RP6JIU90ASJKT,0,34
RLHFBO1AOZ2RC,31,40
R3IFNDH1ZKAYZ8,19,21
R7OOH2RSEHHNL,646,675
RO67MEPCRB7LD,63,65
R2YJBFA5VU77BL,20,21
R35LR3F26CHWP7,106,121
R2A14UIBCQ1GOE,22,25
R2H76NO2MF5XET,24,27
R3EM1IJKQ6D34L,44,45
RENKF1ZB1PY09,59,61
R26I7PL76BOI8P,18,22
R2X5O7JBI9ASXN,43,52
R1D20ULDYAEAIS,95,101
R8HA5VNHYNR1D,24,36
R1QBWIGGLZHT5F,24,25
RDB03G5NH9T67,27,28
R2E3GPVF6K55S8,32,36
R11KB5EVPD1M8O,22,25
RBMC4XOIB8X9A,24,26
RIF3OBMRRZ4F6,103,118
RFDWDLDUA4VBA,7,28
RQ7MU0WS09EGQ,21,22
RVYWKVKRELCQA,19,23
R3FN11894O476F,27,27
RXL74BPG3BS8N,37,39
RPX4438Q7HT0V,174,187
R3BLMAPHF4T8K7,59,66
R36UZL3WKLD20Y,21,23
R1S04F75RVT96,31,32
R255OSY4JBBFFE,59,59
R16C6G3OOSD1MA,381,418
R1O98SEXAX3P3D,27,31
R33T4KH3JVTYCU,31,34
R11T99SDB7KNGQ,22,25
R43SB59PYTX71,32,36
R29XTQMGJMKV49,26,27
R2ETBV961V354I,106,112
R6UVZDR9JZNFI,21,21
R1V007MBV5QBNO,22,33
RMRYF5K2T6PZL,85,104
R1AOQ2BR0JTCU0,19,24
RSK39ZDWCW0RM,18,25
R2O1CPJPAREQ8I,26,26
R5MSDDNH5E7K,29,34
R2EVUL97M0J4VW,18,21
R16RE6LBUTJ4K4,46,49
R1YU6ZQBEELFJ8,33,35
R3IC6KMMQ5GQEL,1,54
R20IAKE5AN92CJ,66,70
RJZG7VG6IQ2JI,19,21
R1H70K75LUFRM7,26,28
R11H3KPYFT2YE9,2,28
RZ4P8NAMJLP23,19,21
R19BTQMC9945U4,31,31
R28VSBTAPZ9VLJ,35,38
R2GHQRVCDP8EWM,8,45
R2AG2PZTK3DAN7,53,56
R2CAOH4ZQWH9HA,59,82
R35A5ATLE52TYV,18,27
R6SMBZBRL62AL,23,24
R1SMIGB9ZK62FY,35,45
R129DHKKPZ161H,75,81
R29LI0X5HCD3AU,31,33
RIL1T504ADYLC,25,28
R20HIYJT1THVNU,16,25
RSNVNRIF2DS7E,56,59
RWH45R5MSG5XF,16,22
R2CD55S7V4WR0J,30,30
R2C4J99X9YE6WC,49,52
R3FJEADBB1UO1X,4,87
RIYYENHJ411KL,40,47
R3C951OJYBXNAG,335,349
R3CFP2TUN3HFI,70,90
RT11AUC8VWV5W,49,49
R209Y6RBYFO2A3,19,21
R14SV99BSGJZ44,59,65
RTV3TTF7S39TT,30,32
R2DEGNKPO4056K,18,20
R6CN1N1QONTQ8,16,22
R15M3H0VAW4QCI,18,22
R2PRM7D557I2TW,26,26
R1DIFDE66YJRD3,15,22
R3BE4T15S4SHLL,14,20
RE6YEEVRTWW0J,15,20
R2D17GL2GOD9WW,28,35
R2AOKO8I6DQPRM,39,45
RA27JYENI0QQW,29,29
RKVYE1UJFJQW8,30,33
R3MK3QA7UC2FRV,23,25
R1H9U7KVSIM5JX,29,30
R1WQ7CU3DNWX4C,40,45
R2GNC8ZWBPFVN1,0,25
R37HY4OD0JG5B7,27,28
R1DG985YW9PW6Y,19,104
R2LP7MTK0GGB4,24,25
R1TX5FLIFE34KJ,72,76
R3M8QGJ5SA8ATW,32,39
R315XQRCT1TJK5,35,40
R3R4IGWO8B1W7S,19,20
R5J9FS1A3CFTQ,34,37
R3DOAX9CPACXZ5,53,58
R2Q01GDRRIQIO7,2,23
R2U6Z366U616LQ,135,141
RN1L2MI3VA6T3,40,43
R1LF9LBVQDSJZD,16,20
RSEYAZZBHD03K,30,33
RBFX0SC8LR3TJ,22,168
R3SZJBWHHW5KN2,23,23
R11W62G8ITE9WB,22,25
R2ZRR74CEROV74,2,33
R1KKZOI5F3YGG9,73,77
R3BZ4R5I0DUIIH,21,25
R3G1UUP1MJT8Q1,27,33
R4PG5RITOYWU8,30,34
R1X1H76C7Z8ND7,30,32
R35XGK8NNEPSEF,80,87
RDRREABDJWX1C,48,54
RO4NX6J2B323K,24,25
R20XIEONZMZ6ED,25,26
RCY9CEU47YEF4,1,21
R2EKJLK17IJY32,47,60
R60A9ENEN7HOA,10,41
R23BL1CXN4K2HN,158,166
R38SXB09D0WYHL,28,33
R21TGC11CZ2J99,30,30
R262APY80022WO,2,30
RA0TIG0JYLA0A,41,43
R3MKPN0RG6VRV9,27,29
R1A0WBK8R5E3YN,38,49
R3QACSXQZH4H3Y,28,36
R2XJDM5Y5CV0EL,27,28
R2MOO1PMG4TEAD,83,91
R31C98DF0IO5LH,33,37
R2J7L8WGVBVRI8,19,21
R3AEA6QPSI6ZG7,20,25
R1T4QN81EGHBR,16,25
R2JFHJ73G6GV41,24,28
R3N9R4DOX9646X,39,54
R2L0GV782QKT9X,36,40
ROQ2MVGQ8WI18,22,23
R2JEMO62QSOF4P,27,29
RQ0V060IXZSSP,25,39
R3IYCF6J8SH4UD,42,42
R3NXNP5FNUJJUA,32,33
ROH66PEMYKESH,31,32
RUYR4AOY0Y0TC,25,38
RRSD0GN6EII6L,40,42
R2M8YPPCVHXMNK,0,20
R14N9DP3YFVWEE,67,70
R5R9D561XXWCW,17,21
R1DB0BQ3OTLNTG,26,29
RPD7FSXJ3E89D,22,25
R3G57CXFYDGW3R,2,27
R1J7DW0UJOG4U9,30,33
RFL1ZUR4PHP3J,22,24
R3RXX7ITGKMOSJ,40,44
R2951TVQTRNEV8,0,21
RUOZ7XEEA6X5,23,25
R1JCGEEQH28ZC4,20,22
R1UFMFTH3P6N0J,22,23
R315OS0QGGYD0S,383,397
R10EREDBU4OAZP,44,47
R160AQGQ28SJBQ,66,69
R3PAYJMTOHWNFR,52,58
R1CC75G4L6DM0U,24,30
R3PSIL2TG8FHJG,54,71
R1HSN8EN9NHIFS,46,51
R2C0YY9J40DO4O,28,34
R2Z9OI44UXG1YD,95,101
RBO1CIF0ZLT37,24,26
R242MQUWTRLY7X,19,31
R7PSLJJ1IBXEM,27,27
RMBONNY39KIL3,41,45
R2J80CFK9K2RSN,23,30
R1SB4JB1EJDDRU,10,24
R3D5X6GHEMHELM,23,27
R2ZH2UJTII9ZGB,14,21
R2LK3K05KUTAMA,122,125
R2VT3R5TEZOZ2F,14,22
R3BUCOOK81A34L,2,40
R33DP2WBV5024B,441,502
R1ZASEJQZ7D05S,27,29
R10XOPJ37ZO3U3,19,24
R1BZTRD13K2D2A,31,36
R1EQUQWFO6RY3T,58,64
R3THRWSNTZEQQE,54,54
R23ZXDIE7IXDVH,64,72
R2PL48JWZC7F8V,126,131
R3JK10ZEFJIF9N,106,115
R38939EHJZ1Q1S,32,32
RREG8QDL5ZBJU,47,47
R3S3GOUXR7YZTP,36,42
RPE39035OB1FQ,34,36
R3M3GQ3H90GX52,37,40
R2FOPPIILT5YXE,8,56
RGFN00MVFJB22,13,36
R2CR9RJ4CT9VZZ,107,122
R1HWM2XCW4RLZ9,23,24
R2JEI9UB11W0HK,28,31
R36QMBRHYME2AV,41,46
R3IY39JW1LAJSK,91,96
R2GDG27X0IHGXO,49,54
R2LI63NAP6BKNZ,14,25
R2Q3H5B5RXSE3D,26,27
R3NGEAG350X9VD,21,22
RF7Z979ZH9ZUA,40,42
R1EN7XVOKZZ7SE,15,23
R2VN1MKO10Y27Y,34,40
R1WRTSY05RI5UQ,25,30
RSELAL0XZPOSM,23,27
R1C3KAWJOC5DD3,21,22
RTQBUQP3MQPEO,33,34
RXVP4IAF0VDAY,43,48
RF5L1V20OK2N8,20,24
R1KL1GQ0NGS7X5,20,20
R8RBHWWQ0BRMN,90,98
R3F5WDZZXU9HCV,142,157
R3H6HM5HGCZB4R,23,25
RJRXBAEPHJAYH,3,24
R2834MG953OQ81,37,38
RZWYVVODIO6IH,49,61
R1RXXR5O4T3GNC,21,25
R1BQXZ6ULR4VHH,51,54
R2B6H3MUZ3Z12B,47,59
R1PGLZIOSG7SC9,15,22
R1IE9VTP2S9ZSU,44,46
RR2HKT0NMWN8J,56,58
R1TF2XLZ9O4A5G,31,43
R1N6U9RJD1UVGA,37,38
R3PBXBHJ7OYB8K,20,21
R1CAQ95WUXB0R0,23,29
R4OU6LUOZTIRL,11,30
R2CSHCZOSYPA18,20,28
R1OPXRW8N5ZIOW,23,24
R1B5C9T0C38WHZ,49,50
R2SLV05XG90G8Y,24,25
R12ZU468U2WHF0,58,76
RUV8T8OF5PDV6,29,33
RGNSDNL0ARUYF,0,28
R3VR88JRZUF5E1,37,39
R3SDULTDGD31KX,52,58
R84WOPZE132B2,41,44
R26R0X32VHDIH2,23,28
R178E5AN3W17N6,49,50
R3KG7BZ277MXD8,18,26
R2HRYLVDBZLAU2,39,57
R1NB1TRODCZOGC,84,84
R1CH87CBHFGG8W,105,111
R2HUFDIGY2GBNF,26,36
R2GRF0FQWUAH9K,22,23
R1RHDA0K8TBTNG,69,75
R375IE1AQPY7VC,377,457
R141SP3PAKAS9Z,20,22
RT0MGQEPIVBRX,239,274
RCPVI6XM8PTOW,23,36
R1OJPEAPTHKY9J,0,23
R7SHW6YL2QFON,16,21
R7YYLJXXOCOS6,17,21
R30CZVUJI7XIPG,19,24
R2QZKO05H0UMCJ,0,27
R2F5OFSCXABH6C,20,20
RH77ZPSRRKJ5Q,19,20
R2BW2YUHEXR5Z5,53,59
R3DLHK3JITP54M,18,22
R2RL3KGGO2DCKS,109,112
RLM928ELJPI2R,37,43
R3I3ZPVN3D1C2M,34,36
R1P82EMHA4BH12,34,34
R26A5DMAKRS81U,114,117
R1LAAFOCLD9NV2,23,26
R3HQ3P62SDCQ5H,16,25
R25R3OWV3RY43S,28,30
R61BEZ3G6BCKR,78,81
R2A9G9FQUL64BN,30,33
R14F5CK8PRQ6,73,77
R2KCDMHFU1JZ2W,30,32
R1JFLU1KMI1UU6,36,37
R1B6BW5IF7DRWM,23,25
R3OLE2HMEXSFV8,24,25
R16LI6ZEL0D5ND,43,44
R2TUZQ8X9UHUPY,0,38
R2TS2H0S6131K7,3,22
R2PWXX8YMFNUML,45,45
R1PPHT4JW0HW90,29,30
R106EM4XAMF5B0,15,21
R768ZM3EI4W8Z,52,57
R30YZF1NM5VH36,43,50
R1FQ1D1T69ZTP3,17,20
R26HP1D77VGQFW,48,49
R3QXVZR25A3X5Y,45,52
R2IHTVLD4A745F,1,53
R2LH8J1L8H2SEN,24,27
R25E8ENJLRPU8D,23,23
R34C1FAZO455H8,27,29
R2M5KFB0E0MFF4,73,104
R1R6QZN3ZWM33B,1,30
RGI4WWSBZK8PM,22,22
R1O1QSXEL1OCMC,53,56
R2DWGNFJDBH3Y7,46,49
R368SCSAFGWYTK,19,20
RXG452HH2YQ74,36,37
RXJ15FS9X59EI,62,65
R3ST34GXN9DF3,20,22
R118ILGXROHII1,28,32
R29C5APJVS2GD7,3,84
R3ICMONLYINDC6,23,26
R3UYBUFZH2586G,5,29
R2GSPOCY0VV9Y2,20,22
R20LEA8C5EQ6AE,3455,3529
R1O1RLIETBP2FN,25,28
R49KVOWLWN000,64,64
R10S9JZGTLMS0T,16,27
R1ANQ6C23K7DTI,26,27
R1TGARBJWEFYDM,12,64
R2CK3M4Q8HAG82,57,61
R1Y8BC30X01ZOX,33,35
R26ING4WS7QPI,23,26
RPYJK430VABPM,18,22
R2M7FTQ97V7AOF,117,127
R3BNGBNMHLCYPM,26,29
R1HZOXZ9FOG4V9,24,27
R1BCMDK8ZELUCN,83,86
RMFU11WFISEU8,18,20
RH15O48ECIOAI,30,32
R2E5IB026NJWVP,42,46
R3DBA6O1WMAL7,18,26
RNZEV3JT2C43E,39,42
R1NJJF7577MOEN,20,27
R1BQBUXQSOQQNL,23,28
R1MG3LI295XQGL,133,139
R2KYX7VT5XBJO1,2,58
R3AD7AFZ3A2V63,15,20
R8LAQ711TL1GJ,29,33
R3KWHG2UH99HE3,17,23
R7FPDWAI1V533,25,25
R34G24QLPG1RGK,37,44
RNURBFSUL92T6,40,41
RJT71VHKQHNX4,31,32
RIA34SX67C4VA,127,161
R2V4AUOWG6SP2X,34,37
R2NM8BCB98MEV7,31,37
R2UEHCOA6TZ19C,0,20
R2HLF7I6KNAPTJ,32,33
R14PCIWFHIJRUT,23,25
R9WJVTH2PMJVM,18,22
R1YGOQKXUKFQ6A,23,25
R3E7P83FHNW1HV,20,25
R28NV2UFVRHHRL,41,47
R1AUJSQ9VLIPC6,7,20
R21KXXQEO1JVDH,32,45
R11BWYWT0GC7US,22,23
R3BYZQMT0YIEFM,26,27
R19JUUQR81A0FG,20,21
R3MNT54IALNZ21,0,25
RS2286T5QHCYY,31,50
R3EMIOTFBWUIKQ,21,23
R38NDEFXXUJHR9,2,40
R270QWL9304V3W,30,32
RTL15YBYNLY6V,1,23
R22I8P68O36TQQ,19,20
R3MT4365YJVZG1,29,30
R2VZ7Y5V39KDRC,94,99
RC8OMS9IM8JZS,23,25
R11IBOO2SKEPVO,5,20
R2VPPCUN2Z2CCL,46,47
RHJBI459EW6LZ,34,40
RMSPD7AVS8IIJ,22,30
RB6QBBPP3WENP,18,20
R156MBSP1SVMOG,5,100
RCKZWYEAPKBG0,20,22
R17WDWDM94VP4X,54,63
R2U7ANPPSF36JQ,16,22
R76EVZCPGG99J,122,125
R3HGFFVHG7D94W,295,311
R2NUJP7K0O0G0N,25,26
R2LQGCA5BO19CS,32,46
R1SUQER7AAFVOA,19,20
RI219XAHWW4CQ,51,54
R2U1OJV3FPU7GH,77,81
R3FR72L2SSGSTA,333,348
R1DJSNE9DQ17IB,45,52
R2MD252MCENKM9,25,27
R15DBKNDATOUPX,9,24
R2XL83IVHM3UJL,30,30
R1NY3FJFO2XST0,724,763
RYS98FXHQ3U46,4,30
R302U8XZYSHMME,36,41
RIBJA81OTU93X,26,26
R39AO4S9TCUGZO,78,96
R2HZYVQTMHZE4Y,26,35
R33ZDI0INLZ10Z,21,21
R1LQ4AQTP420EH,19,47
R1CD0AHO0HDMF1,49,55
RQEL3C7ND34H6,17,23
R1R31PTS354A96,36,43
R9OS4PA2CMMWQ,22,22
R1AN6XUPLQUZ5R,40,50
R3L0WJV0ZJ9QQY,24,25
R1E0TKCU98GXUH,39,39
RU6V1SUBLM62A,24,24
R3Q80CZY3MP84Y,47,63
R31O0XQE1026C2,19,22
R2EK6DWNQAC5FR,218,231
R1YIT3KG6PXWQZ,2,28
R10Y9RDN795EJ8,1,33
R3QKT0O0YXQSYJ,18,22
R2AWN64TFES5AA,17,20
R3UXT2K8QBH4LY,21,23
R1N57D7X7BDZMF,32,33
R3V7CNQTH4CJ0O,51,56
R1ZQDIS1VKMAVU,23,23
R1X690YDY7AYQU,18,85
R23R226ZZDS92T,49,63
R1HSI89AT7YGAI,5,85
R10HXABINI5U6U,23,23
RO34UHQ7W6NUO,115,128
R33046HDQFX7N9,50,58
R2PWHCZBA2ZA5N,26,27
R27TVYA3Z990MZ,42,43
R1R1X6KT719XQJ,7,23
R1GZOSOZ1NXRT3,17,20
R3ANI41QCAKNFT,20,21
R2LK3QQCF52ZPS,8,130
R3TPQSB4D8G1EF,57,61
R2DZZMTF0V32QO,20,25
RYM6061XFYZIK,22,23
R1SGZC1RSEHS7A,47,53
R1K8E3NS57UU22,52,54
ROHA5WIE07P4A,21,22
R2UY92MABZ2MLF,19,21
R3QA07OSJU51CT,4,132
R130LDWJ08TZDQ,33,33
RUTV06YKKP9UL,18,20
RPHMWSZM0DYJH,54,55
R1L1BPXXIQDKS2,28,32
R24AEKWM2FVIXE,18,20
R3871CHBGDYRTN,22,23
R2FX9HWSSRFQ6B,22,23
R11B7B9ICLHNM7,213,236
R9DXYD1NKTFXK,20,27
R2X0CFEQ5OJT9C,44,48
R165QYWVJD70EH,26,30
R2SX1C0UFMNV9Z,25,34
R1DFOLO5ERC89U,677,697
RABVYPDGNQHF0,42,45
R3H1L8YX9I74L9,7,30
R1O3UMC2X7YUFZ,21,25
R12NSEO1PCWGL8,21,25
RR2X6HEWMYB7U,21,24
R2OHRUFI0U7UUZ,80,104
R37OM291SX19J9,3,26
R35Y69893OW0QV,20,20
R10BOTG0VWILKF,22,25
R1VJ2B46OZ4WOM,16,22
RT0FU31P0T8BL,78,94
R2JMSZTGAC0AMP,29,31
R2UDQY56LCKF0I,27,36
R2VWPVWHHO4Z9N,14,21
R3SQGJX8E664Q5,37,41
R18DW6X3RMRPF4,19,26
R3AXEFNB6LOA6,1,31
RZBSH8Q3QM51B,33,35
RWVD6X2J7MFVX,19,20
R1WQ27WUGZV3J8,24,37
R2EGMPA4U8WJUA,0,33
R1TFHSFLPNEXJC,25,26
R1VB540J4NSD3Q,45,50
R1M5HUOEG5LPGA,27,33
RCPCXZGZAW6YZ,103,106
R2N14LY8HQARXJ,0,21
R230G0BKJ1KB62,43,44
R2UCHBL2EFJ0K1,14,20
R3GX8ZZRHEHZJG,136,141
RQKT6U4BGBES,20,21
RAG5P5T08W6H3,19,26
R12QORMIVM1PWB,2,51
R30YAKUVR7026X,39,43
R64U7WBOQWV5A,16,24
RQ381ESN3RJNX,25,26
RZ2Z1DIH3FR5L,20,21
R3TB1MX89Z3Y3G,28,31
R1W43L1LWT4PAQ,31,32
R4PK17TI82H8K,12,20
R2LWGXPCVRO1L6,48,51
R609GDHLI2SSC,51,53
R39M5EI9PIYX05,129,129
R2YQZ2NIJ0BBV0,20,20
R1W88ZYHHY1YCO,22,23
R3B885MQZ64TO0,50,59
R1XPH4G14S0IQY,43,46
R16T9ELQ698HFR,43,45
RBS8MHDLNMK7R,32,41
R3PWN4984OZLJT,33,36
R3W2T5RHUX6L1H,13,20
RHYL58SY6WN6Y,49,63
R1YT47U5Q7E0RY,37,39
R15VJVNUQG9VR7,24,26
R333H45OJS2PJ7,18,21
R1DG84XZN4KSG,9,24
R3CWC15I1BBUND,35,49
R27XO9HTNJ9HFA,24,37
R1SSCAS8BIAMVB,15,22
R14KZQ6LDN28P4,40,40
R1P9ZOLHDY2ZLR,54,55
R39BXXR0EDSC8E,15,27
R2Q7ELW062686F,233,243
R1P8EXTA9UW52Q,35,35
R2J3NEA5GXA8DR,92,98
R37NE45UKLE25L,18,20
R1ASRI3ODO5514,2921,3021
R1MQQDPMPQPWDS,26,30
R3O5YU7NR9KFX6,9,29
RQ0XN21WVABDX,22,23
RTJYFY288HHRT,92,97
R5LWBWNMZLUB,25,25
R2QSU5BSH6P4AT,28,34
R3UXAPYWFSNB71,49,56
R3QK4UBT2YAVRC,21,21
RWCIBGKARQ412,25,28
R33TH1HE1BB4EN,23,32
RWYWWAU1M4MDJ,22,23
RR63R3ZBRH6NI,5,41
R28HZHJZ42VMQW,27,33
RPYCF4VWGVRBO,53,54
R2ELPEG2SHFQP5,31,36
R1YQHIR9YM7362,11,66
R1NQR66PMSWIM4,21,24
R1868282VX94XW,21,26
R2G5XVETNR8M8J,44,47
R1NKMI0DWS2R3V,214,237
R3CAW6QP6MBSAL,25,26
R2IL5OV4SI9QCS,20,20
R3LVPO98TTD7TG,161,173
RH3QDVK50QY4V,28,30
R2K5O8O7JBVF4I,15,20
R2PPAG2235ZE77,22,24
R2180P1T1VIQKJ,83,94
R1VJ39LTWCLFVB,179,180
R2ODDNPOXSSXAF,71,72
R3CT35OFYK4Z9Z,52,56
R296I9QIO5C3N4,30,34
R2G8O7FXO5PLNI,25,32
R2CZ9FWOU0F252,46,57
R1B9A4CN6P2SN1,29,31
R32QB9RT0KLPPF,27,28
R2TR1TE6QWY29S,44,60
RKL5V2CBR1GBE,8,21
R3UQUPCWINTUO5,5,80
RZNBAQG1NJLMA,20,28
R3FH7HU5L9HRQW,41,57
RCEFY9DZTDIU3,23,26
R1WA0GVPDESU6P,31,31
R1PBOZ60WLJW6L,18,20
R2FZQIUG5HVIYU,11,26
R1T38JTO6TLWW1,25,27
R2WC4QYTMYGNVT,88,92
R36459SKL57CZ9,32,35
RVZK0N2GG2926,19,21
R356OGPRGRW1LN,22,23
R58Q9GAH1RPW5,228,254
R4BDQYMGTC2EH,26,28
RMQEGLYY27J6O,75,83
R15PM47FMVGRIO,30,37
RF7PQQYPX8WP9,20,21
R1KH54PXNC2BIZ,19,25
RCI0HJTW4OYNX,37,42
R2WRUA8LA7SDXX,24,27
RZBBLFMXRMPEL,62,63
RMUVORIVDDJC5,31,32
R26LCM8QH7OJE8,18,20
RHZ0JY3YISY53,105,111
R2CNPAR0I1AGIC,23,23
R1L22T5AXR6DJN,158,167
R2L2LQ1ORKGQMU,25,27
ROT01N7AHXB0T,25,25
R2RT8YKM6PC5M0,46,57
RPVV41MU0STGM,35,38
R17HREWACEWC0H,17,22
RAOXHUJ230NI8,38,39
R2NJMGJ2RQJB3G,52,61
R2YBUKN3CIJWM6,29,30
R2Q1LFR7ONSNVW,50,57
R2R5BXO9WLK0BS,21,23
RZSIAXFAS6KTM,21,22
R3VYPLSJV9AR16,33,154
R32OX0WZVS5D3D,34,37
RGRCFJW5H0X5H,38,41
RIZ5TXXODDI8Q,17,20
R1FA85ZBN98YAW,81,82
R28VZ7A2IJQP4N,52,56
R20A0OSGMW6UK0,25,30
R1OD33U71QN4CG,12,27
RFF8PJIQFMU3R,18,27
R2X9DT97RM5GPK,49,51
R3VPHF1N1KRC5E,61,61
R1ZVYERYQAA03V,19,22
R1NYCYIU399WYE,26,38
R7RPJ21APT8AG,29,38
R1L1YO96QE38Y8,15,23
RJQS5OU0W0TRP,21,26
R38BX11JHXSROS,58,66
R21QDHZCW97DNV,20,21
RQXZHBVPKEL0P,18,27
R1EQC3GKQU739J,17,26
REAWS5ZJAFJOB,111,118
RXWXJAUXRSBWV,50,54
R3TMMEP5DUZ1M3,26,27
R1RYPFHEQW04WF,32,36
R39NM4R87QV2RU,28,30
R2P02GV02TSQ5W,24,24
R3R8HSUOO167ZA,30,54
R26HZS6TYPJ60K,347,353
R15060UUR92YP3,41,46
R1YN41N58IGJ5F,43,45
R2PGZHJLKKT4PN,24,29
R1IWRQECPGCRZJ,17,21
R3LV4IDWIZJ90D,18,25
