review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase, Percent 
R2Y7N0QK4OYTC9,5,21,21,N,N, 1.00 
R1KJO3QTMKZQ2X,5,19,23,N,Y, 0.83 
RWPCGND2C2BAA,5,22,22,N,N, 1.00 
R29AW82SAFWGHD,4,24,27,N,N, 0.89 
R210AQCQSMIGZ8,5,20,20,N,N, 1.00 
R1OKD9Y0CT6UI0,1,102,119,N,Y, 0.86 
R261Q4FLRKLBFX,1,23,27,N,N, 0.85 
R74D8L4QT5OTW,5,27,29,N,N, 0.93 
R2SSKZGXK2RZP3,1,2,74,N,N, 0.03 
RBLUWIXKPENVU,3,39,55,N,Y, 0.71 
R1W5H9L5T6B8VR,1,16,21,N,N, 0.76 
RY77ASXIIOZH7,5,19,22,N,Y, 0.86 
R2HPB7N4VOLAAV,5,21,22,N,Y, 0.95 
R2NGSZUHOVGXUA,5,43,44,N,N, 0.98 
R241J8WOWS5CNR,5,25,27,N,Y, 0.93 
R1PPUZAH5BAA9,1,9,110,N,N, 0.08 
RELV5ZHKGUKMZ,5,20,21,N,Y, 0.95 
RZEFK0OR8C4UR,3,18,20,N,Y, 0.90 
R2RIXPLKBJ734H,2,30,38,N,Y, 0.79 
RFSI1AJLKXX21,5,4,27,N,Y, 0.15 
R2U8PLYB519Q0S,4,49,59,N,Y, 0.83 
R263AJ2L5ENRE4,2,139,165,N,Y, 0.84 
R28ZHFVOQ3SU7Z,1,16,30,N,N, 0.53 
R2CMFLGA4D5MFZ,5,106,116,N,N, 0.91 
R3PJNBUTTZ6G2W,5,147,154,N,N, 0.95 
R2934I9HDD6PHB,3,60,69,N,N, 0.87 
R3O5FRTXMP1XXH,3,103,113,Y,N, 0.91 
RPUO36QER2UPJ,2,5,27,N,Y, 0.19 
R2DBZLSLGR51RU,5,20,22,N,Y, 0.91 
R3QYYXOS8VO4C1,1,344,393,N,Y, 0.88 
R972WA4TD8YMM,5,26,28,N,Y, 0.93 
R34IEDXDKJ5HEV,4,49,52,N,Y, 0.94 
R20O7UWP68PBJQ,1,16,20,N,N, 0.80 
R5JAMU8LRD7SK,2,1,32,N,N, 0.03 
R1YJSAHE6R0CWO,3,36,41,N,N, 0.88 
R1DI8U9Q9GI0X8,5,28,31,N,Y, 0.90 
R1XSRP1U1YXGVX,4,28,29,N,Y, 0.97 
R9EGLQ1LT52CF,5,22,22,N,N, 1.00 
RYRDDW5VBP08J,5,31,32,N,N, 0.97 
R2KNHUWKEDZOJN,2,29,44,N,Y, 0.66 
RCI8N1SDXRRWQ,1,16,22,N,Y, 0.73 
R16221L301N7BH,4,18,23,N,Y, 0.78 
RH7YWX2FK0BLV,5,40,52,N,N, 0.77 
R2RTRLZCFIG5KV,5,20,20,N,Y, 1.00 
R3MAWIR4298VMC,4,62,63,N,Y, 0.98 
R3DMCFJYR8EWH7,4,74,76,N,N, 0.97 
R2FN0QK2FLKR1K,1,22,23,N,N, 0.96 
R3J2QRMR0M76IJ,5,47,50,N,Y, 0.94 
R2K0YDO528MNX2,5,17,26,N,N, 0.65 
R1L6HYQOP3GJTK,1,19,21,N,Y, 0.90 
R1FLZVLS65674P,2,32,35,N,Y, 0.91 
R36D9PO4P2BXWF,1,12,21,N,N, 0.57 
R3BQOFYG17PQ5H,5,25,26,N,N, 0.96 
R3PKFDNQ4H5C0H,2,18,21,N,Y, 0.86 
R2GO1CFY1CUKCT,1,14,20,N,Y, 0.70 
R2E73CMRPWR01G,5,25,30,N,N, 0.83 
R33GZ9L9RQFEAC,5,94,99,N,Y, 0.95 
RC38XGCE1DEWZ,5,2,39,N,N, 0.05 
R2GTU12NMNKUMD,5,20,24,N,N, 0.83 
ROOWQ4OU7FR38,4,29,34,N,Y, 0.85 
R2NQKG3DMDR0ZV,5,40,44,Y,N, 0.91 
R39E9BZEGXT3I8,5,30,30,N,Y, 1.00 
RZ2KHZFIYWUUJ,1,31,37,N,N, 0.84 
R66Y03EHO5TDE,4,58,60,Y,N, 0.97 
R25R3X4H0E1XXG,1,21,23,N,Y, 0.91 
RP208OBGTGGZ5,4,319,382,N,N, 0.84 
R2G4PHIYS56YJN,2,35,38,N,Y, 0.92 
R3JW5X724LILB8,4,19,22,Y,Y, 0.86 
R3VO89YM8VLO4L,4,24,28,N,N, 0.86 
RARVIBU0JZHEL,5,49,51,N,Y, 0.96 
R30BL273VNX3HV,1,64,68,N,Y, 0.94 
R1X2VEVRQJ8CA8,1,25,42,N,N, 0.60 
R2JYLPZI5EZL7L,5,17,20,N,N, 0.85 
R2W0DL4J86KFEH,5,36,37,N,N, 0.97 
RK4JKR5TDUB5Q,1,35,38,N,Y, 0.92 
R1MPC75R755I7N,5,39,45,N,Y, 0.87 
R2BG9HGP85V6Y0,3,4,34,N,N, 0.12 
R3LG1BK6HXKJFK,4,32,33,N,Y, 0.97 
R2ZH0SRBGXX7M2,1,121,123,N,N, 0.98 
R2BOSWBUGI3DEB,5,43,53,N,Y, 0.81 
R1Z09ADAEP5NP0,3,24,26,Y,N, 0.92 
RNPID9F7YK86M,3,18,20,N,Y, 0.90 
R2QJ2B4OUS613B,3,16,22,N,Y, 0.73 
RP5ZW7LMEONOQ,3,2,32,N,Y, 0.06 
R3I7VCEZBM8UOY,1,6,47,N,N, 0.13 
RAOTQ69JTTDSJ,3,28,29,N,Y, 0.97 
R3ADKHWHFAYBYL,1,19,35,N,N, 0.54 
RU8RDKB6PCY0S,1,22,35,N,N, 0.63 
R3N7AXUIA6RXOA,5,23,24,N,Y, 0.96 
RBUIG0XN5PXRZ,1,4,23,N,N, 0.17 
RM58E8AEZINUL,5,29,29,N,N, 1.00 
R1Y4TYGJGLB42U,1,18,56,N,N, 0.32 
R2ZV5ML9H5RXXL,5,20,20,N,N, 1.00 
R2W561O7MUVWLN,4,37,38,N,Y, 0.97 
RMDM0NHF79QST,5,0,24,N,Y, -   
R12ZM2RD6IJEX4,2,15,20,N,N, 0.75 
RB4RDW5AZYWID,5,21,25,N,Y, 0.84 
R3LLBGT1YMUOGI,4,45,51,N,Y, 0.88 
RZJWQSTNR8K4E,1,2,21,N,Y, 0.10 
R3QQ52Z3A1Q5E7,5,20,22,N,Y, 0.91 
R1UQ6LVPA772I6,2,24,26,N,Y, 0.92 
RPNM93OFEJXM6,3,24,28,N,Y, 0.86 
R1DZDZD4Y04165,5,18,20,N,Y, 0.90 
R24KY291JZYHBX,5,20,21,N,Y, 0.95 
R1FPLN17TC1GO7,3,38,42,N,N, 0.90 
R2RXI1B5Z40ZIM,5,23,23,N,Y, 1.00 
R2NNWYVYPDN45C,1,14,21,N,N, 0.67 
R17O1APCQW5WW1,5,45,47,N,Y, 0.96 
R374CCFNT2K3F4,1,15,20,N,N, 0.75 
RIL7MAG793AU9,4,21,21,N,N, 1.00 
R3OO8FUZNT6HHW,5,23,26,N,N, 0.88 
R2ARX2VPNW1SHS,5,28,28,N,N, 1.00 
RN03Y5SZDBXEO,1,21,30,N,N, 0.70 
RIXSB0WX45CJR,2,15,22,N,N, 0.68 
R3TDUN4FO7RVAK,3,23,26,Y,N, 0.88 
R36ZYLPHPNKDD,1,102,127,N,N, 0.80 
R19M48ZX6T76X6,4,255,279,N,N, 0.91 
R36NV2MHKXLDXM,1,7,35,N,Y, 0.20 
R3UFCG1BWSYRR3,4,9,20,N,Y, 0.45 
R3IYBY60ESGEDL,1,19,20,N,Y, 0.95 
RC1PNJSEFTGCK,1,17,77,N,N, 0.22 
RFVSFO089K52D,1,38,57,N,N, 0.67 
R16GHHTMFOON1C,5,42,43,N,Y, 0.98 
R3S07VGHSPSB2B,3,24,27,N,N, 0.89 
REIJM8ZKE3WUZ,1,5,20,N,Y, 0.25 
R9FR63Y4EWEEI,5,2143,2207,N,Y, 0.97 
RY99BYIZSM674,5,86,97,N,N, 0.89 
R28KCTRNTMDUPR,1,32,33,N,Y, 0.97 
RJKN0R4H2KINW,5,34,34,N,Y, 1.00 
RURA6DT5BWL7H,5,24,30,N,N, 0.80 
R3D6IFX2EO3G3B,1,22,29,N,N, 0.76 
R2ZYR6RAU2PYGN,4,18,20,N,Y, 0.90 
RXBLYIEWPU33J,1,2,22,N,N, 0.09 
R1E2ET5LDUT0W4,1,72,81,N,N, 0.89 
R2DNQIT9RM08AU,1,18,21,N,Y, 0.86 
R137KFZP9G0QUS,5,17,20,N,Y, 0.85 
R2K2HQDSWTJHCE,5,28,36,N,N, 0.78 
R1O16OJEG5R4OS,5,20,20,N,Y, 1.00 
R3GLIBZ0W2U5WI,1,1,23,N,Y, 0.04 
R68WVLA9HDM0A,5,20,20,N,Y, 1.00 
R3E049GEP2W5CD,1,28,34,N,N, 0.82 
R4VB79AEK8M02,5,26,34,N,Y, 0.76 
R125KRJ3V17NYX,5,21,23,N,N, 0.91 
R1C46E795PCWLT,5,23,27,N,N, 0.85 
RQAO9IXOBO6FV,5,50,55,Y,N, 0.91 
R100PUI3Z0IZHT,5,22,23,N,Y, 0.96 
R1I9P7RZY8KVFJ,1,2,23,N,N, 0.09 
R3V8GFOMLWGDTY,1,38,44,N,Y, 0.86 
R186MY8J7CLF9N,4,23,28,N,Y, 0.82 
R201MJ13I25FMO,5,37,43,N,Y, 0.86 
R1P4O5T6BZMOQC,4,19,20,N,N, 0.95 
R31LSME4IRUVY0,1,57,68,N,N, 0.84 
R3U6399DOYS0B,5,21,42,N,N, 0.50 
R32EENQKZ9H8UA,1,117,159,N,N, 0.74 
R2IAGIFJHJV0UZ,5,24,24,N,Y, 1.00 
R3AGRCLWWZ182C,5,3,27,N,N, 0.11 
R1KHE8EMDUGAV4,4,45,48,Y,N, 0.94 
R307TW8UGCLV3D,5,10,30,N,N, 0.33 
R1COOAQ1DCHVPL,1,21,27,N,N, 0.78 
RD26B3ID4EZC4,1,26,35,N,N, 0.74 
R1DQRRHIOQX679,2,37,43,N,N, 0.86 
R2358YOED177P9,5,16,25,N,Y, 0.64 
R1WH3LK51TWDSF,5,42,76,N,N, 0.55 
R16LQCYJFGTFQF,4,28,29,N,Y, 0.97 
R2BM88XE4EM7E5,5,28,28,N,N, 1.00 
R3VQ0EQH74RPLO,1,44,62,N,Y, 0.71 
RHTUN58SJXOE,5,20,20,N,N, 1.00 
R14GENKYLZ5ZSX,5,24,27,N,N, 0.89 
R29E4NIZPXY28Q,4,34,37,N,N, 0.92 
R3VOUQT1DIYEC7,4,24,25,N,Y, 0.96 
R1UWDD3JHVJWTC,4,20,20,N,Y, 1.00 
R125HXYK6F5BYY,1,29,33,N,N, 0.88 
R12RNBI9L7LYAT,5,29,39,N,Y, 0.74 
R3RURJ3EDQVRA,1,23,29,N,Y, 0.79 
R25AET1WO8WR2G,1,1,24,N,Y, 0.04 
R1SYNMV2QQ2HQS,1,22,30,N,Y, 0.73 
R8A150QMJLX99,5,34,38,N,N, 0.89 
RAVSH6Q4G2W3F,3,20,30,N,Y, 0.67 
R12GC46ZSA2UA7,1,3,20,N,N, 0.15 
R3TVE6B44QAU8R,5,28,33,N,N, 0.85 
R1RNEPAKMUMWGU,1,38,40,N,N, 0.95 
R1QIITPI0TUYXF,1,54,80,N,Y, 0.68 
R204IAE4TCJ2CG,5,86,94,N,Y, 0.91 
RIWD7CYCQ06U2,1,29,31,N,N, 0.94 
R1IGL1IKEMDGUF,3,79,90,N,Y, 0.88 
R1PNFY03ONGYA9,2,117,125,N,Y, 0.94 
R3DPJ74LP1ALHF,5,20,20,N,N, 1.00 
R3QPA4YFKXJOPN,5,57,60,N,Y, 0.95 
R1SQUG2AQTPVFQ,1,28,39,N,Y, 0.72 
RVIALIO3XRK77,2,55,62,N,N, 0.89 
R26X4HCVUIDXZN,1,8,31,N,Y, 0.26 
R6X9MD78IURRL,5,26,28,N,N, 0.93 
R3B91082BKGN9M,1,34,37,N,Y, 0.92 
R12L1B7N3B8289,1,3,72,N,N, 0.04 
R91FUJCCMUYF7,1,221,271,N,N, 0.82 
R1M79JA27JCYBO,2,67,77,N,Y, 0.87 
R1M5V91YE3323Q,3,1,37,N,Y, 0.03 
R1ED2IS1EIL6CI,3,27,28,N,Y, 0.96 
R2HVRRMFW2YJVZ,2,5,27,N,N, 0.19 
R1WEMZ6BBHV7X8,1,46,48,N,Y, 0.96 
R26UOFZ3470LXK,3,40,56,N,Y, 0.71 
R1LH9H8LJJH4YZ,5,22,26,N,N, 0.85 
R32H9DPVHWV0O5,5,51,55,N,Y, 0.93 
R38336WSXNY13W,5,54,89,N,N, 0.61 
RTA5V5GYQXCZE,1,24,47,N,N, 0.51 
R177L17S6S4S5V,4,37,38,N,Y, 0.97 
R1HU5VX4PC0SQA,5,13,20,N,Y, 0.65 
R1ILPZXADYTKM5,5,21,22,N,Y, 0.95 
R2162URHVTJ4UO,1,32,32,N,Y, 1.00 
R36Z21M57VDX3,4,27,30,N,N, 0.90 
R2DT8G5C5664M4,1,40,56,N,Y, 0.71 
R1SP5S6ZFTUEGV,1,30,31,N,Y, 0.97 
R3J5WVJGS5AVDN,2,80,89,N,Y, 0.90 
R3U35TPJ4N0PSD,4,1834,1902,N,Y, 0.96 
R3M5UHQQL3V0IA,3,37,57,N,N, 0.65 
R16U8L6LVAT8MZ,5,46,47,N,Y, 0.98 
R15O0YIBAVK8OS,1,16,25,N,Y, 0.64 
R28RRVXENJTB3T,4,39,48,N,Y, 0.81 
R2ODPGLIU5D65D,4,80,88,N,N, 0.91 
R2JVDT1RA7QC2A,5,15,23,N,Y, 0.65 
RL5CAFOF6SE9G,1,7,23,N,Y, 0.30 
R1BII36SD4GORM,1,34,38,N,N, 0.89 
R32N2DWV4ZIK4T,5,89,95,N,Y, 0.94 
R2T1W2VVIYI8H0,5,449,460,N,Y, 0.98 
R3H8245ZJ7F83C,2,25,32,N,Y, 0.78 
R2BMCL6918MQV2,5,39,41,N,Y, 0.95 
RC7U4VVI5YOTV,5,34,38,N,N, 0.89 
R3QIQZW5NYFPCF,1,21,25,N,Y, 0.84 
R3JFAN00HCBEU9,5,22,22,N,Y, 1.00 
R16V50DTQI7NLX,1,28,31,N,Y, 0.90 
R10WQ4C7KK0A6M,1,4,56,N,N, 0.07 
R3NDF0XBG987Q9,3,121,165,N,N, 0.73 
R2Q38MXS7PJKIN,5,28,29,Y,N, 0.97 
RW3UQR6GSCH5R,5,19,20,N,Y, 0.95 
R1DK7C7GN9PD1J,5,38,46,Y,N, 0.83 
R1LTT8G7Y9G0XM,5,148,159,N,Y, 0.93 
R14YGLPA82YAU2,5,31,33,N,N, 0.94 
R15W05O8UHTIUJ,5,28,30,N,Y, 0.93 
R1WNAJPBLCIYR9,2,31,36,N,Y, 0.86 
R2JBPBPS7DWBEG,1,41,118,N,N, 0.35 
R1OZW88IZ4HP5H,3,23,24,N,N, 0.96 
RC81D52SRPFZH,1,25,30,N,Y, 0.83 
R11UGSG16WHQN6,5,58,76,N,N, 0.76 
R26T2SFTQMOPQU,1,53,63,N,Y, 0.84 
R3DE23TB7ZO8RV,5,49,50,N,Y, 0.98 
R6FENH61DIQS3,1,2,173,N,N, 0.01 
RRC6CNKX4HPAV,5,243,253,N,Y, 0.96 
R2JP4QN58LL0YI,5,24,27,N,Y, 0.89 
R1LJTNCLC36DG0,1,32,35,N,N, 0.91 
R2LBD4TUJINDU9,5,34,36,N,Y, 0.94 
R1WGM2TZNWZ49S,1,6,28,N,N, 0.21 
R15P1QMZFS3DXY,1,42,51,N,Y, 0.82 
R3GSJM04F5SIO6,5,28,28,N,Y, 1.00 
R3F91ZXK8J2DSQ,5,161,178,N,Y, 0.90 
R3KAVA3Z929TEL,5,106,122,N,N, 0.87 
R1G0QV1O7B13CM,4,40,42,N,N, 0.95 
R23IMEI9VILLV8,5,46,47,N,N, 0.98 
R1PBBBQI7404DT,5,22,25,N,N, 0.88 
R12IF2AHK0CFZB,5,113,150,N,Y, 0.75 
R3FKNJ1J14MYI4,5,41,47,Y,N, 0.87 
RRIWIHW2W4179,2,10,31,N,N, 0.32 
R1LFA8INDKHNXE,1,33,35,N,N, 0.94 
R31YTU3JEJS76,4,18,20,N,Y, 0.90 
R33NUU7WYSA4F2,1,16,23,N,Y, 0.70 
R2ZR3S976JSOHR,4,37,40,N,Y, 0.93 
R2UT33J8EHSYDV,5,22,22,N,Y, 1.00 
RXMJ4K76C0IGN,4,76,82,N,Y, 0.93 
R3E1E81FAN66IM,1,77,83,N,Y, 0.93 
R1FFW3XY7NUS8A,5,19,26,N,N, 0.73 
R3H6BP0VSHAM0D,1,15,52,N,N, 0.29 
R2K7078SHS4362,5,19,21,N,Y, 0.90 
R105W40X0HUPVU,5,39,44,N,Y, 0.89 
RT9196919KQ3C,5,69,73,N,Y, 0.95 
R36CLT6JEGKPYQ,4,22,26,N,Y, 0.85 
R3D5OUK0W3YCZ6,4,29,33,N,N, 0.88 
R1DVSG6P7AG01T,5,4694,4833,N,Y, 0.97 
R15VWHF2FNTDO6,5,76,86,N,Y, 0.88 
R2PXDTCKUJBFVH,5,18,22,N,Y, 0.82 
R2DO7YSEYHJF10,1,30,36,N,Y, 0.83 
R1RA40LPAS4R0E,5,20,20,N,N, 1.00 
RHX3TP2D99AJZ,2,26,26,N,Y, 1.00 
R2POR2R2CLQTMN,4,42,44,Y,N, 0.95 
RRNGEYW9GAZJO,5,29,43,N,Y, 0.67 
R31WWDHH7UZ5PH,1,25,28,N,Y, 0.89 
R1LZY3V8JWN5H2,5,40,42,N,Y, 0.95 
R1MQ497CIGQCBR,1,38,38,N,N, 1.00 
R2J2F28PUKZAFJ,3,21,26,N,N, 0.81 
R1UUUDGLWILCI1,2,27,39,N,Y, 0.69 
R2XEOZFN154TGC,5,24,26,N,Y, 0.92 
R2Z454N1E2EHTI,5,19,21,N,Y, 0.90 
R3S7NDQTGJB2X7,1,24,28,N,Y, 0.86 
R20B5CGX34C8J,5,41,41,N,N, 1.00 
R1JP8X0C2FZMWQ,4,22,24,N,N, 0.92 
R2DJWAIAO6E6U5,1,28,30,N,Y, 0.93 
R1R68X4XC9EL4E,1,58,64,N,N, 0.91 
R3NRV8D0L1PCET,4,125,135,Y,N, 0.93 
R32JQJ0OUPP3NU,3,26,28,N,Y, 0.93 
R30J36LRQP5B1G,5,23,23,N,N, 1.00 
R2EDGHCJB7XKJQ,3,6,22,N,N, 0.27 
R2EBZE0VYWFLD,1,46,54,N,N, 0.85 
R3DLXQTPYCC7NB,5,51,54,N,Y, 0.94 
R1AFAB651C9GDF,3,25,26,N,Y, 0.96 
RK5SK0GVV8YCI,5,71,74,N,Y, 0.96 
R3BAED20D9Z898,5,41,42,N,N, 0.98 
R3QPNI296J30SR,1,1,32,N,Y, 0.03 
R6IC4OU6BKN81,5,100,118,N,N, 0.85 
R1VALXDN966UGR,1,18,33,N,Y, 0.55 
R30EOHCAEJ9BOM,2,27,35,N,N, 0.77 
R2Q9J5T79E6XK9,1,88,107,N,N, 0.82 
RHC5EXDGQ2218,5,23,26,N,Y, 0.88 
RCFQU1HNXAZ0D,4,38,47,N,N, 0.81 
R5Z3VOXVLJXAP,2,31,37,N,Y, 0.84 
R1CKR99IIYW4CM,5,22,22,N,Y, 1.00 
R32IXWKTE5D4NG,5,28,30,N,Y, 0.93 
R1NVVRD2TA6YGF,5,100,105,N,N, 0.95 
R13E69HMUJU9UP,5,82,85,N,Y, 0.96 
R1RZ617L6ARHPR,3,21,21,Y,N, 1.00 
R1HXB2I2EYXBI9,5,17,23,N,Y, 0.74 
R14LYYIM34ASMB,5,34,40,N,Y, 0.85 
R8BME8BVRZ623,5,28,29,N,Y, 0.97 
R32OQWN1CTZQYW,5,64,65,N,N, 0.98 
RIP08SHJPGSTI,3,42,78,N,N, 0.54 
R3N0JZ0I8K9K23,1,276,324,N,N, 0.85 
R1A87318EYUCEW,5,27,37,N,Y, 0.73 
R2IR0VQW2GJVD8,3,30,32,Y,N, 0.94 
R3P3Y5QR4LZ4BU,1,39,49,N,Y, 0.80 
R2T0309AQBVP8L,1,23,26,N,Y, 0.88 
R3MQPSHAB2HN17,4,32,36,N,Y, 0.89 
R3R52JASRP8RAA,5,3,23,N,Y, 0.13 
R3R5DUMMXMYAXS,5,51,54,N,Y, 0.94 
R3C4H8F9K3WF0Z,2,233,241,N,N, 0.97 
R1LPU9UCEZL1NM,5,42,50,N,Y, 0.84 
R22TOI0IBRA3OV,1,7,39,N,Y, 0.18 
R8SS2VO1SZTSJ,5,23,23,N,Y, 1.00 
R2TDLNWOC4KJ1S,5,14,22,N,Y, 0.64 
R2PG1HUJDBL1P1,5,22,22,N,Y, 1.00 
R2KBET8339ES0P,4,17,24,N,N, 0.71 
R10UYTQJSIIVFP,5,33,34,N,N, 0.97 
R11IXH5HKGZSO2,4,32,37,N,Y, 0.86 
R2OYVT1H8DQ36D,1,29,39,N,Y, 0.74 
R2A6US9GSUI3WZ,5,21,21,N,Y, 1.00 
R1SVRUK20XEUVN,1,0,48,N,Y, -   
RWCNRR599FH0O,1,69,74,N,N, 0.93 
RNTJC8AQHGJP3,1,33,45,N,N, 0.73 
R3I0B8G32HC038,5,17,28,N,N, 0.61 
RG6HM1ZRM45WX,5,30,30,N,Y, 1.00 
R3OUL67W46F247,5,24,25,N,Y, 0.96 
RDRY6HSQAT9CO,5,14,28,N,Y, 0.50 
R34BVU2AOWMD7N,3,25,27,N,N, 0.93 
R3U04LRQ87L5U2,5,0,23,N,Y, -   
R3SUZMSPHWZE7L,2,15,23,N,Y, 0.65 
R32ZWNDLK1H43R,2,27,29,N,N, 0.93 
R1A2UMGVYSRO5Z,5,32,36,N,N, 0.89 
R2IFSG62ZT9303,4,17,22,N,N, 0.77 
ROYP9Z768S1FC,5,20,20,N,Y, 1.00 
RJTCSP1GBO1SZ,1,3,26,N,Y, 0.12 
R22UEWFSFQXBCI,1,12,25,N,N, 0.48 
R29HLGJR3LECSC,2,35,51,N,Y, 0.69 
RTQ5MNORFE6Z,5,23,29,N,Y, 0.79 
R1S19N6GK0QNSW,4,49,52,N,Y, 0.94 
R3EC8BQBK4BA7W,5,199,205,N,Y, 0.97 
R34575K563A473,3,34,37,N,Y, 0.92 
R1C4T58QK6NIEV,1,71,89,N,N, 0.80 
R2XDODVMNJMJMT,1,26,42,N,N, 0.62 
RC8X1QUUKRKB2,1,4,28,N,Y, 0.14 
R2DNRH8CZS13I8,5,24,25,N,N, 0.96 
R323PITWWUTAIF,5,24,43,N,N, 0.56 
R2OYG0OCZ6GIAX,1,17,49,N,N, 0.35 
R2WS83N954WIDO,5,33,34,N,Y, 0.97 
RRBHTUP76FZMK,3,25,25,N,N, 1.00 
R27MXG9U7J0LT5,1,24,25,N,Y, 0.96 
R22CJPTIFSI02P,5,76,81,N,Y, 0.94 
R1FXULYJT9RIII,5,17,20,N,Y, 0.85 
R2LQTNK62KL2CE,1,9,38,N,Y, 0.24 
R35D9WFUM22WUV,2,39,65,N,N, 0.60 
R2YAHHTOBSGR39,5,19,159,N,N, 0.12 
R3ONDIFY4CLFKH,4,43,45,N,Y, 0.96 
R3232BHDH4UTAC,1,16,37,N,N, 0.43 
RNCHEXVLD7PIQ,5,21,22,N,N, 0.95 
RFK4EV6XFBJ70,1,25,37,N,N, 0.68 
R24KBMLV5JLK6B,4,63,64,N,Y, 0.98 
R28V39LE4HDPU7,1,43,52,N,Y, 0.83 
R2I6XSTOVFU05L,5,57,58,N,N, 0.98 
R8TX8L1YGECOW,1,19,23,N,Y, 0.83 
R2GYADF3K57C1L,1,56,73,Y,N, 0.77 
R2UH8X437XO0PN,2,5,37,N,Y, 0.14 
R27FTYU3W9FSVY,3,29,34,Y,N, 0.85 
R3DQCZO6MYMM4,5,20,23,N,Y, 0.87 
RYAFHX8FM638O,5,36,37,N,Y, 0.97 
R3GGPZWJOUF775,3,19,22,N,Y, 0.86 
R2LMY63RQH38O2,1,1,21,N,Y, 0.05 
RLQTYZ5GEHV0Q,1,22,29,N,N, 0.76 
R4KJGD2MHYN43,3,20,28,N,Y, 0.71 
RK5XXK9SR2N7U,5,20,22,N,Y, 0.91 
RNDFXELCV06JH,5,33,36,N,Y, 0.92 
R1RUBHGRBT2POP,5,33,39,N,Y, 0.85 
R16S3IZBOWSUPM,5,25,27,N,Y, 0.93 
R1QN2Y16Z11I05,5,560,625,N,N, 0.90 
R39198ERVLIS7N,4,20,24,N,Y, 0.83 
RP4MGEHNJ5IL1,2,50,55,N,N, 0.91 
RIRZHQ19NWLRW,1,162,179,N,N, 0.91 
RN63VWP6ML56G,3,125,132,N,N, 0.95 
R3NVBR1LNNHDE0,5,21,21,N,Y, 1.00 
R2V3CAI2V7OR96,5,24,27,N,Y, 0.89 
R19C5AHWLPVH37,1,53,53,N,N, 1.00 
R1J3RG9O7BPO7Y,2,36,40,N,Y, 0.90 
R1BVAJNIEAZBHT,5,20,21,N,Y, 0.95 
R129G3OMC60M8,1,53,58,N,Y, 0.91 
RU7CZVKS42IZ4,5,23,24,N,N, 0.96 
R3R7MCJYFYYX4Z,1,21,23,N,Y, 0.91 
R1P16MPWK1ZLN7,5,43,48,N,Y, 0.90 
R1QV1YF13AL44N,5,185,193,N,Y, 0.96 
R2IYNJIX71N9TG,4,40,41,N,Y, 0.98 
RCH4NLTFE5QR1,3,37,41,N,Y, 0.90 
R2PJFKXAYM3P9G,5,26,27,N,Y, 0.96 
R1SLI9U1W56H50,1,1,23,N,N, 0.04 
R31HA3D5CEKV62,1,32,34,N,Y, 0.94 
R1S7OA4FDCHAL3,1,26,27,N,Y, 0.96 
R30VXADNGIT8RD,1,51,71,N,Y, 0.72 
R1N0282Y7TNNQT,1,31,34,N,Y, 0.91 
R25132INALZHIP,4,18,26,N,N, 0.69 
R3G9N9TQ9W78Q0,5,37,38,Y,N, 0.97 
R17QAO9P4GZ5C4,5,18,20,N,Y, 0.90 
R26DJGSTOBNLHM,5,29,33,N,Y, 0.88 
RI2D0RJS82BP3,5,69,73,N,Y, 0.95 
R2S8ASYO6YONFH,1,2,22,N,Y, 0.09 
R39ZMX18YHQH4R,3,22,36,N,Y, 0.61 
R3QR7OYR74NMK6,1,18,24,N,Y, 0.75 
R2RZVCP0MUJAL9,1,7,51,N,N, 0.14 
R2DRHAJTM0BGUV,1,21,25,N,Y, 0.84 
R1YLTK5MN8PL12,4,29,29,N,Y, 1.00 
R163P8O3EQT02J,4,25,25,N,N, 1.00 
R1EVQ6XZ8C2YW5,1,7,80,N,Y, 0.09 
R37ANCNTQ1PD04,2,27,28,N,Y, 0.96 
R2CDXJYI4P9E41,1,25,28,N,N, 0.89 
RV019KMZJ1REG,5,13,20,N,Y, 0.65 
R2M5GF981XVE5E,5,203,217,N,Y, 0.94 
R3RGTDVE5NZ18H,2,26,33,N,Y, 0.79 
R2GGJ57ALEDDXS,1,25,27,N,Y, 0.93 
R264JG1EUAHPK4,5,23,24,N,Y, 0.96 
R1KD8ZH6IY5WG7,5,61,62,N,Y, 0.98 
R2SX71WP20QJA,1,5,21,N,N, 0.24 
R3TCCKT00FMDDZ,2,34,35,N,Y, 0.97 
R25979CVGV1KA9,1,8,26,N,Y, 0.31 
R1SRBJ6K9XR4PS,1,5,22,N,Y, 0.23 
R156H2W4DE4QKT,3,27,28,N,Y, 0.96 
R6013YH3E52PG,1,28,33,N,N, 0.85 
R2K7OQEJSZG1P8,1,20,38,N,N, 0.53 
R34F24SU0CCBF2,1,3,25,N,N, 0.12 
R1XM21CASB15I6,5,31,37,N,Y, 0.84 
R2G96K7IFFHBDA,5,24,30,N,Y, 0.80 
R24FGGPM7VS7S3,1,19,22,N,Y, 0.86 
RX454KG5JJ4AW,1,3,33,N,Y, 0.09 
RHWR2HSWZ8YNF,5,20,22,N,Y, 0.91 
R1314DJKSS7QTN,1,27,29,N,N, 0.93 
RBYSM36RFMBW5,1,26,30,N,Y, 0.87 
